feature1,age,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,target
0.333715238,52,0,0.467257319,2595,6,0,1,0,1,0
0.11103422,73,0,0.249436822,4882,5,0,1,0,0,0
0.216826168,39,0,1764.0, ,4,0,1,0,0,0
0.16369893900000002,48,0,0.34004399700000004,15000,16,0,2,0,2,0
0.024879005,71,0,0.072778495,8518,5,0,0,0,0,0
0.093332195,33,0,162.0,1300,7,0,0,0,0,0
0.934431857,41,0,0.18996367600000003,7432,6,0,0,0,3,0
0.00033556300000000004,55,0,964.0, ,7,0,1,0,1,0
0.173629018,45,0,0.18777022899999998,6475,7,0,2,0,2,0
0.26398240100000003,43,0,0.244918361,3000,6,0,0,0,0,0
0.408411974,33,2,0.138388626,2109,7,0,0,0,0,0
0.106948611,81,0,0.017464338,7500,5,0,0,0,0,0
0.012864401000000001,70,0,10.0, ,3,0,0,0,0,0
0.9999998999999999,36,0,515.0, ,2,2,0,0,2,0
0.02808896,70,0,38.0, ,4,0,0,0, ,0
0.0,87,0,0.004329004, ,3,0,0,0,0,0
0.9999998999999999,56,0,340.0, ,5,0,0,1, ,0
0.21212419300000002,60,0,0.260983199,8034,5,0,1,0,2,0
0.0,29,0,0.064462369,15000,9,0,0,0,1,0
0.032684427,45,0,1685.0, ,5,0,2,0,0,0
0.9999998999999999,33,0,0.215577191,2875,4,0,0,0,0,0
0.033256736,54,0,0.227267705,9050,15,0,2,0,0,0
0.011522292,34,0,0.260594742,6960,10,0,1,0,1,0
0.020595526,50,0,3846.0, ,12,0,1,0,0,0
0.24329879699999998,57,0,1270.0, ,12,0,0,0,0,0
0.06940756,64,0,63.0, ,3,0,0,0,1,0
0.136442142,49,0,0.008352316,5267,5,0,0,0,1,0
0.157783095,59,0,0.9632274190000001,2800,16,0,2,0,0,0
0.338632782,69,2,0.293250582,9022,23,0,0,0,0,0
0.212464485,58,0,0.518991188,3290,10,0,1,0,1,0
0.948144709,58,0,0.501669881,21258,18,0,3,0,0,0
0.669538992,29,1,0.11553416,5400,11,0,0,1,1,1
0.187688508,40,0,0.044822006,6179,9,0,0,0,2,0
0.022147177999999997,57,1,0.33646548600000004,8300,9,0,1,0,0,0
0.025054907,54,0,0.39657542799999995,8000,13,0,2,0,0,0
0.12242769699999999,76,0,0.187914517,6784,11,0,1,0,0,0
0.6928917659999999,47,1,4981.0, ,13,0,4,1,0,1
0.640371686,70,0,0.245011135,22900,16,0,2,0,1,0
0.284585771,70,0,0.589339794,1650,6,0,2,0,0,0
0.008730005,69,0,0.148335204,5345,12,0,2,0,0,0
0.0,87,0,40.0, ,10,0,0,0,0,0
0.033184702,64,0,405.0, ,15,0,0,0, ,0
0.9999998999999999,71,0,0.004329004,7300,2,0,0,0,0,1
0.925749959,55,0,0.922963587,4750,9,0,2,1,1,0
0.11819209800000001,42,0,0.197518382,10879,10,0,2,0,3,0
1.0,45,0,0.23452220699999998,2971,3,0,0,0,1,0
0.9999998999999999,48,1,0.131073785,3333,2,0,0,0,2,0
0.015928003,81,0,0.004329004,3333,7,0,0,0,0,0
0.9999998999999999,48,1,0.423201394,8033,9,0,2,0,4,0
0.45798432899999997,29,0,0.330045321,3750,4,0,0,0,0,0
0.017522975,68,0,0.09125355199999999,3166,3,0,0,0,0,0
0.226967578,67,0,3299.0, ,13,0,2,0,0,0
0.095965505,52,3,0.189097104,13500,11,0,2,0,1,0
0.25237981,52,0,0.124919511,7764,11,0,2,0,0,0
0.024675867999999997,60,0,3416.0, ,5,0,1,0,0,0
0.058705325,71,0,0.077060475,3918,10,0,1,0,0,0
0.07395739999999999,64,0,0.048339639000000004,9515,3,0,1,0,0,0
0.5142916000000001,57,1,0.588742624,6608,11,0,2,0,0,0
0.022736778,49,0,451.0, ,4,0,0,0,0,0
0.013697203,46,0,0.006993007,1300,5,0,0,0,1,0
0.583097529,68,1,0.400307633,5200,11,0,1,0,0,0
0.0,61,0,0.399928584,5600,5,0,3,0,0,0
0.382527082,35,0,2465.0, ,19,0,0,0,0,0
0.016398688,48,0,163.0, ,6,0,0,0,0,0
0.142911704,42,0,0.029132908,5800,4,0,0,0,3,0
0.8466061359999999,73,0,0.231576597,4477,6,0,0,0,0,0
0.14489021400000002,49,0,0.201493048,14600,9,0,2,0,0,0
0.049790042,53,0,0.356683587,2954,9,0,1,0,2,0
0.037669883,71,0,0.104289571,10000,12,0,1,0,0,0
